Name,Lat,Lng,Distance,Duration
"Milwaukee, WI, United States",43.0388982,-87.90654609999999,0.0,0.0
,43.03755471750111,-87.90577042285204,204.0,60.0
,43.03681399999999,-87.90378940000001,247.0,40.0
,43.0359230132912,-87.9053001319747,201.0,19.0
,43.03587639895438,-87.90775054013855,199.0,11.0
,43.035799540870364,-87.91019159427753,200.0,9.0
,43.0357220081498,-87.91264522463146,200.0,8.0
,43.03584270169661,-87.91507874700727,199.0,8.0
,43.03588936389057,-87.91752845804744,199.0,8.0
,43.035867467752674,-87.91997445237352,199.0,8.0
,43.03566980725586,-87.92240357867036,200.0,9.0
,43.034190016616385,-87.9237372113377,210.0,10.0
,43.03241529960143,-87.92341750174441,199.0,9.0
,43.030632274313525,-87.92310423177555,200.0,8.0
,43.02884483834553,-87.92299635156941,199.0,8.0
,43.027103978877115,-87.92247002537123,199.0,8.0
,43.02536959897995,-87.92183093143579,200.0,8.0
,43.023630629475996,-87.92122390333185,200.0,7.0
,43.021961528882244,-87.92034693254095,200.0,8.0
,43.02053362005045,-87.91887438012373,199.0,8.0
,43.019129834435816,-87.9173566917182,199.0,8.0
,43.017484080973084,-87.91641288205341,199.0,8.0
,43.015702076941906,-87.91623422322037,199.0,7.0
,43.01390913956402,-87.91621376225609,199.0,7.0
,43.012112971515684,-87.91619652174788,201.0,7.0
,43.01032186382037,-87.91619796364849,197.0,7.0
,43.008529946423366,-87.91622822920725,199.0,7.0
,43.006733493523186,-87.91626378741184,200.0,7.0
,43.004937054885986,-87.9163006933943,200.0,7.0
,43.00314064720607,-87.91633943139261,200.0,7.0
,43.00134410705719,-87.91638775375151,200.0,7.0
,42.99957279452784,-87.91598313323317,200.0,7.0
,42.99780860991644,-87.91557264013944,199.0,7.0
,42.99602361117319,-87.91529592220203,200.0,7.0
,42.99423382253894,-87.91508164404043,200.0,7.0
,42.992444377996776,-87.91486201344222,200.0,7.0
,42.990654933034754,-87.91464239563328,200.0,7.0
,42.98886801157903,-87.91443827025483,199.0,7.0
,42.98708008677823,-87.91444275160977,199.0,8.0
,42.98537327232909,-87.91518284442434,200.0,8.0
,42.983704891812046,-87.91606843392525,199.0,8.0
,42.98196798842739,-87.91662992485512,199.0,7.0
,42.980181016729816,-87.91656342770882,199.0,7.0
,42.978407602975814,-87.91620664570797,199.0,7.0
,42.97663583122622,-87.91585315958712,199.0,8.0
,42.97484645624977,-87.91567619473167,200.0,8.0
,42.973049798599035,-87.91568155995165,200.0,8.0
,42.97125804696805,-87.91564934841908,199.0,7.0
,42.96948045268178,-87.91584550226177,199.0,8.0
,42.967944548965676,-87.91706632728447,200.0,7.0
,42.966966121146434,-87.91909785837142,200.0,7.0
,42.96667511188135,-87.9215112239572,199.0,7.0
,42.96647093022976,-87.9239505972525,200.0,7.0
,42.96627295300236,-87.92639091797953,200.0,7.0
,42.966037600476525,-87.92882103977469,199.0,7.0
,42.9657023657239,-87.9312214064814,199.0,7.0
,42.96468120576617,-87.93320452453602,200.0,8.0
,42.96310932265485,-87.93433658428253,199.0,8.0
,42.961328459261296,-87.93442169704315,199.0,8.0
,42.95954339337905,-87.93432795810848,199.0,7.0
,42.957761855464526,-87.934551111351,199.0,7.0
,42.95597418702215,-87.93476865298751,200.0,7.0
,42.95417797446068,-87.93487155047166,200.0,7.0
,42.952388149398146,-87.93500213698803,199.0,7.0
,42.95059950956375,-87.93504101249411,199.0,7.0
,42.9488030958446,-87.93507955993793,200.0,7.0
,42.947006733602436,-87.93512441830467,200.0,7.0
,42.94521763794877,-87.93515403898546,199.0,7.0
,42.9434262385015,-87.93520377840872,199.0,7.0
,42.941629853862345,-87.93524464468477,200.0,7.0
,42.93983351222197,-87.9352916579018,200.0,7.0
,42.938037300576966,-87.93534508435567,200.0,7.0
,42.936248879920285,-87.93538738434816,199.0,7.0
,42.934452442930606,-87.93542433485845,200.0,7.0
,42.93265596661507,-87.93545803270834,200.0,7.0
,42.93085848582029,-87.93548879159991,200.0,7.0
