Name,Lat,Lng,Distance,Duration
SH 20,15.8664688,74.5178775,0.0,0.0
,15.866079827004686,74.51947994443205,470.0,144.0
,15.864073152945918,74.52255138765199,402.0,54.0
,15.8625956,74.5254862,398.0,70.0
,15.862141897774105,74.52917300604446,405.0,53.0
,15.859410684948072,74.53157138509066,468.0,77.0
,15.855992620903942,74.53272015977826,400.0,45.0
,15.857438380737298,74.5341329450658,404.0,61.0
,15.858178298804448,74.53776790046065,410.0,42.0
,15.85842249773558,74.5414917304377,399.0,32.0
,15.858618700909929,74.54521927923757,400.0,46.0
,15.858285324455215,74.54893267735036,399.0,29.0
,15.858086036689071,74.55265943008322,399.0,29.0
,15.857801926206605,74.55638474013388,400.0,29.0
,15.85798748092556,74.56010021550054,400.0,40.0
,15.858481071881421,74.56379940487015,400.0,46.0
,15.858274252118996,74.56752383349155,399.0,45.0
,15.858511266858553,74.57122749684619,400.0,37.0
,15.85944552928847,74.5748283282906,399.0,43.0
,15.86081089830418,74.57828107948859,400.0,35.0
,15.862894530616744,74.581312093812,399.0,42.0
,15.864925252490414,74.58436773805938,399.0,30.0
,15.866297926214814,74.58781484551051,399.0,39.0
,15.867509178517745,74.59131966249126,398.0,50.0
,15.867791824144485,74.59502769063214,401.0,38.0
,15.868232321765436,74.59872698755856,399.0,28.0
,15.86948604019607,74.60220960435652,400.0,27.0
,15.868953271841153,74.60588555722987,408.0,28.0
,15.868193381969386,74.60953664295509,400.0,39.0
,15.867301015655393,74.61315384297957,400.0,60.0
,15.867902232013154,74.61682040978347,406.0,61.0
,15.869651310847068,74.62008309779718,400.0,46.0
,15.871273450399954,74.62341201963135,400.0,31.0
,15.872519931617287,74.62690605997427,399.0,25.0
,15.873661577903832,74.63044511971293,399.0,26.0
,15.874667273486825,74.63403040151375,399.0,29.0
,15.875759063306994,74.63758408932578,399.0,27.0
,15.876845045895019,74.6411412597934,399.0,25.0
,15.877935717626825,74.64469946876999,399.0,37.0
,15.879051835373248,74.64824752716916,399.0,42.0
,15.880227883735097,74.65178052898501,400.0,27.0
,15.881258491772606,74.65534846278909,399.0,23.0
,15.88130438808422,74.65906157268432,399.0,22.0
,15.88109271123374,74.66278989316771,399.0,23.0
,15.880389832717386,74.6664378690523,400.0,31.0
,15.880293194067663,74.67014853996108,400.0,53.0
,15.880745428151805,74.673848941737,399.0,27.0
,15.880475989407339,74.67755091860965,400.0,27.0
,15.880001477427141,74.68124150669212,399.0,27.0
,15.880039223799395,74.68496201281668,404.0,33.0
,15.881086231437434,74.68847933932727,403.0,30.0
,15.880926467613676,74.69219379123548,402.0,28.0
,15.881529826117456,74.69535591505598,403.0,35.0
,15.878293805157034,74.69566357320116,401.0,34.0
,15.878829910096448,74.69639034292129,406.0,32.0
,15.879081440257526,74.69957027101538,403.0,30.0
,15.879899508203401,74.70232119892019,400.0,29.0
,15.881861202909606,74.70536951850181,417.0,36.0
,15.883497901996586,74.70867032960446,402.0,29.0
,15.88580006274078,74.71153522227553,399.0,20.0
,15.888318074591904,74.7141907835475,399.0,19.0
,15.88983176585592,74.71755346627737,402.0,20.0
,15.890406370469707,74.72121821287008,401.0,21.0
,15.891320575025098,74.72480616664895,405.0,25.0
,15.892640616736696,74.72826390895537,404.0,25.0
,15.893402062482677,74.73189610732709,406.0,23.0
,15.894796185599885,74.7353235055355,398.0,19.0
,15.895416276436222,74.73898727156745,401.0,19.0
,15.895324063345774,74.74272276884396,400.0,19.0
,15.895923556964258,74.74639737695284,400.0,19.0
,15.896073801071354,74.75011774099629,400.0,19.0
,15.896753468595135,74.75378904327192,400.0,19.0
,15.897996013678059,74.7572724800839,400.0,20.0
,15.899179637089595,74.76078718154432,399.0,19.0
,15.899839226525705,74.76445531822496,399.0,20.0
,15.900003089549866,74.76818858428814,400.0,20.0
,15.90013365707638,74.77192136996463,399.0,20.0
,15.900345807852352,74.7756497400886,400.0,26.0
,15.90072106325286,74.77936151445836,399.0,43.0
,15.901138839406256,74.78307244535749,400.0,29.0
,15.90191535361645,74.78671978101328,400.0,20.0
