Name,Lat,Lng,Distance
SH 20,15.8664688,74.5178775,0.0
,15.865983072625692,74.51984088924428,216.83582524082183
,15.863215593548476,74.52349330928288,497.3064641843963
,15.862232427643622,74.52773010047876,466.16965191699825
,15.860138665018315,74.53136469381958,453.14275702215537
,15.855874689845258,74.53278235615304,497.7905860230423
,15.857908169522648,74.53506029084542,332.4082731707498
,15.858305695079956,74.53970405721441,498.6741273878452
,15.858627911382069,74.54435802661894,499.08934603038693
,15.858284825202658,74.54900737274029,498.76825894879147
,15.858006082421632,74.55367063884628,499.75890038157206
,15.857749611664177,74.55832627680304,498.7974839090757
,15.858411480791577,74.56293974475561,498.9283643154246
,15.858269459649732,74.56759837415747,498.550572877807
,15.858718131226745,74.5722228149207,497.1527073693341
,15.860136604739415,74.57664343006512,498.4523000662318
,15.862386851206242,74.58066462095327,497.59853030865145
,15.864965052192547,74.58446176427115,497.13066417201753
,15.866678763703934,74.58877245608988,498.89304659632484
,15.867613280265441,74.59332381144218,497.77196135186347
,15.868160603656774,74.59795432446018,498.99479369731705
,15.86955202401208,74.6023732513199,497.3159641405785
,15.868737665237418,74.60694963422675,497.782430930975
,15.867744920952902,74.61149991271056,499.04884287520065
,15.86757969431956,74.61614615615773,497.29208161296515
,15.869720741767567,74.62024517823981,498.89058672519707
,15.871660414603324,74.62444580151598,498.3713909783087
,15.873149660009801,74.62884820331743,499.1312611725375
,15.87445395351732,74.63331692765833,499.47076656573427
,15.875816218087056,74.6377709993101,499.883736385097
,15.877176450450007,74.64222433238929,499.7369517302259
,15.87854050092467,74.64666901471062,498.98102347603776
,15.880000578030842,74.65108222064383,499.14198485796305
,15.88128296522244,74.65554293702013,497.93271046861054
,15.88123400149712,74.66019226493994,497.2787422718446
,15.880882989386356,74.664843635104,498.99665564564606
,15.880216556423239,74.66943845077206,496.9764040377375
,15.880766994086718,74.67407196727562,499.325200146723
,15.880373548742703,74.67870880670372,497.8409900839456
,15.879805218108801,74.68332516949805,497.7541450794243
,15.88112428367001,74.68776657081257,497.1421831235869
,15.880946138910705,74.6924123442906,497.26404104000005
,15.8806299573847,74.69482048837683,259.94189122603586
,15.877297819983074,74.69675631902622,424.43914036605133
,15.879226622340214,74.69888892581422,313.0853856680723
,15.880129278004919,74.70248080982616,397.05329995842743
,15.882254224760066,74.70657021685773,497.1097117399595
,15.884819468832013,74.71038001050498,497.37620115722774
,15.887904005756624,74.71376804263824,498.9301120893058
,15.889959796950375,74.71790425677975,497.92794972259503
,15.890456830002133,74.72252387945538,497.1316543066971
,15.892366540206439,74.72672896845475,497.32863172829536
,15.893079142125389,74.73132431067178,497.794040269382
,15.894879758413346,74.73558005681177,497.22004800326005
,15.89538885670839,74.74020259244516,497.58007310226617
,15.895615971662238,74.74484961376426,497.608320699753
,15.896037522188713,74.7494825474428,497.6720941374927
,15.896819776050881,74.75407983456512,499.28133605382266
,15.898411601530643,74.75842500466317,497.25116496828804
,15.899587036425581,74.76291270293169,497.3997784866189
,15.89997967248064,74.76755935823202,498.83161614305016
,15.900145366282569,74.7722293632516,499.7534426021732
,15.90050205294714,74.77688077826133,499.00372155928494
,15.900914587785682,74.78153402982215,499.73028939148077
,15.90178710161109,74.78610895112531,498.76917152595877
,15.902753066255237,74.79066813968782,499.24879813219195
,15.90376387945169,74.79521777174017,499.34728243442873
,15.904700532336303,74.79977599446923,498.4520785753548
,15.90501762632677,74.80443255105122,499.2103792557821
,15.905084426285566,74.80909698999974,498.86139292240125
,15.904853933587829,74.8137422811194,497.4193858991281
,15.905510711682354,74.81836601250984,499.81675940862584
,15.907303889752837,74.82263820522006,498.47323687220023
,15.908736925032242,74.82705050199435,498.0160555112495
,15.909100727418068,74.83169533186236,498.3441730381027
,15.908458008522503,74.83630076957668,497.6459201827488
,15.908220549865304,74.84094417537733,497.2502577967315
,15.908697151854978,74.84558091264589,498.659416770261
,15.909385619671859,74.85019590187541,499.41056882926847
,15.91043208222721,74.85473542700117,499.18771795450454
,15.912623666729317,74.85879592097665,497.9180416418008
,15.915662122595217,74.86222272593044,498.4252735470529
,15.918027698671317,74.86618696107736,498.8823856734841
,15.91898450817889,74.870736585834,497.99319193253694
,15.918876790111865,74.87539130431054,497.87632648280896
,15.918881596453925,74.88005890127205,499.1097475055372
,15.91839713020472,74.88468863703096,497.9838479966262
,15.918716749024636,74.8893371694508,498.3405861607142
,15.919850462161914,74.89384624539544,498.3653178068606
,15.920804948923573,74.89840852616436,499.2560572515374
,15.92180367328218,74.90296285089907,499.4930583430558
,15.922953446354256,74.90747826166644,499.46762668778274
,15.923857327377494,74.91204672905626,498.7307860651555
,15.924573598453636,74.91665581962718,499.2343524391577
,15.92497068315585,74.92129787463307,498.32364932551945
,15.925203352966461,74.92594824521943,497.92465240489867
,15.927770233320908,74.92971979082037,494.06545363277286
,15.929299988699507,74.93407000536973,495.27579381736706
,15.9315960426102,74.93808524338363,499.5048392284449
,15.935077532013946,74.94100114555695,497.0612475280804
,15.936202474495753,74.94551908628318,498.99901618814624
,15.937352854439977,74.95002192500806,498.1521634693351
,15.939080725241794,74.95432717391375,498.8062592051996
,15.941111280016596,74.95847875359968,498.0093881916044
,15.943980370756394,74.96204596476437,497.2369881993277
,15.94650768418359,74.96590660589911,499.35080495090347
,15.948788032926926,74.96992570364459,498.9381686534627
,15.950803177049181,74.9740828640837,497.74837427290674
,15.952466377973368,74.97842158604209,499.37473004650974
,15.954536845877277,74.98255902297734,498.66912348246365
,15.95620595258726,74.98689423826076,499.26221897625834
