Name,Lat,Lng,Distance,Duration
"Milwaukee, WI, United States",43.0388982,-87.90654609999999,0.0,0.0
,43.03637975863021,-87.90383894401688,500.0,110.0
,43.03582037021145,-87.9099103725038,527.0,31.0
,43.0358821415054,-87.91602908021584,500.0,20.0
,43.035732187531885,-87.92216243441227,499.0,21.0
,43.03153995559546,-87.9232404881514,529.0,24.0
,43.027103978877115,-87.92247002537123,500.0,21.0
,43.02276686574562,-87.92089105787079,499.0,19.0
,43.01912228768223,-87.91735003247118,500.0,19.0
,43.014722954931145,-87.91622108720959,507.0,19.0
,43.01023203270609,-87.91619813015586,499.0,18.0
,43.0061243,-87.9162759,457.0,17.0
,43.00163792710307,-87.91639379182732,499.0,19.0
,42.99720171060049,-87.91547167944357,500.0,18.0
,42.992730689151756,-87.91489715347845,499.0,18.0
,42.988253040154675,-87.9143851650721,500.0,18.0
,42.98393230118643,-87.91595304124426,502.0,19.0
,42.979474820012605,-87.91641430562437,505.0,19.0
,42.97501712870384,-87.91567783512586,500.0,19.0
,42.97052912198285,-87.91562705630085,499.0,19.0
,42.96695125578032,-87.91915066026516,523.0,20.0
,42.96636653901762,-87.9252193678249,498.0,18.0
,42.96568803099202,-87.9312664341812,499.0,18.0
,42.96205000000001,-87.9345113,514.0,20.0
,42.95757402449136,-87.93457506714131,500.0,18.0
,42.95309086224414,-87.93492856091697,499.0,18.0
,42.9486054903347,-87.9350838000194,499.0,18.0
,42.944120218228534,-87.93538247827351,10461.0,556.0
,42.93963412616685,-87.93551493717928,499.0,19.0
,42.93514407117304,-87.9354101091672,12785.0,602.0
,42.93065187589089,-87.93549049902597,500.0,17.0
,42.9261668980322,-87.93553099758243,499.0,17.0
,42.9216750834569,-87.93565714560414,500.0,17.0
,42.91718924989731,-87.93579374064562,499.0,17.0
,42.91269702700835,-87.93595771308992,500.0,17.0
,42.90820688060359,-87.93611493150644,499.0,17.0
,42.903716732776815,-87.93627262103152,499.0,17.0
,42.89922663113296,-87.93643111521959,499.0,16.0
,42.895458700000006,-87.9365641,419.0,14.0
,42.890246395863954,-87.9367462584648,580.0,19.0
,42.885756264681895,-87.93690315389625,499.0,16.0
,42.88126613328564,-87.93706002648935,499.0,16.0
,42.87677666535143,-87.93722881104054,499.0,16.0
,42.87228483095229,-87.93737423570455,500.0,16.0
,42.86779573478981,-87.9375403335678,499.0,16.0
,42.86330445232926,-87.93768048450086,500.0,16.0
,42.85881508336417,-87.93787471995688,499.0,16.0
,42.85448788374039,-87.93942038880726,504.0,16.0
,42.851119418791754,-87.94345585249985,499.0,16.0
,42.84785633140608,-87.9476674104518,500.0,16.0
,42.84406534388084,-87.95089935715666,500.0,16.0
,42.83973401812619,-87.95244962470726,500.0,16.0
,42.83524792016587,-87.95266496057053,499.0,17.0
,42.830764843700635,-87.95279801076761,499.0,16.0
,42.826272375739,-87.9529074548712,500.0,16.0
,42.8217832785469,-87.95287177876867,499.0,16.0
,42.8172980473378,-87.95297063018269,499.0,16.0
,42.81281593602503,-87.95320039947529,499.0,16.0
,42.808329066343276,-87.95340338790993,499.0,16.0
,42.803843257844406,-87.95340891064674,499.0,16.0
,42.799353384546365,-87.95340873620312,499.0,16.0
,42.794862632116974,-87.95352736790969,499.0,16.0
,42.7909597,-87.9536217,434.0,14.0
,42.786471774707216,-87.95373754762353,499.0,16.0
,42.78198066736875,-87.95382885382597,499.0,16.0
,42.77724550000001,-87.95428570000001,12561.0,529.0
,42.77276360983824,-87.95396790740398,502.0,24.0
,42.768272622675816,-87.95406953956802,499.0,16.0
,42.763783748999494,-87.95419525958073,499.0,16.0
,42.75929880258133,-87.95425246448308,499.0,16.0
,42.7548072691519,-87.95422012983757,499.0,16.0
,42.75031568669522,-87.95419126446859,499.0,16.0
,42.74582411645152,-87.95417446308987,499.0,16.0
,42.741329148202574,-87.95414064803933,500.0,16.0
,42.736837733978966,-87.95408472968133,499.0,16.0
,42.73234256864148,-87.95404963647083,500.0,16.0
,42.727850989101405,-87.95407539642048,499.0,16.0
,42.723362996094906,-87.95405846100662,499.0,16.0
,42.71887308397916,-87.95402640827184,499.0,16.0
,42.714380495713094,-87.95398196214529,500.0,16.0
,42.709888933060185,-87.95395675509323,499.0,16.0
,42.70539737040174,-87.95393155168907,499.0,16.0
,42.70090578040579,-87.95391384026533,499.0,16.0
,42.69641811641084,-87.95387267146731,499.0,16.0
,42.69192738984917,-87.95375180578041,500.0,16.0
,42.68745094270044,-87.95332198687949,499.0,16.0
,42.68296138123047,-87.95315532006657,500.0,16.0
,42.67846994200134,-87.95310328459038,499.0,16.0
,42.674122600000004,-87.95305499999998,483.0,15.0
,42.669631296315885,-87.95300289416372,499.0,16.0
,42.66514039081984,-87.95295524101819,499.0,16.0
,42.66064891716695,-87.95290595199839,499.0,16.0
,42.65615752777549,-87.95284679020746,499.0,16.0
,42.65166996960474,-87.95280504421926,499.0,16.0
,42.647177115796666,-87.95276865786249,500.0,16.0
,42.64268964767921,-87.95273285124078,499.0,16.0
,42.63820168985882,-87.95269963257357,499.0,16.0
,42.633844399999994,-87.9526897,485.0,15.0
